timestamp,yaw,pitch,roll,raw_ax,raw_ay,raw_az,raw_gx,raw_gy,raw_gz,raw_mx,raw_my,raw_mz,uni_ax,uni_ay,uni_az,uni_gx,uni_gy,uni_gz,uni_mx,uni_my,uni_mz,mag_raw_magnitude,mag_cal_magnitude
1767832414.943927,194.2,-28.98,-7.01,0.01708984375,0.24853515625,-0.97216796875,2.75,4.0,0.1875,35.8,-28.6,-40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.15431301224796,0.0
1767832414.953578,194.21,-29.04,-6.94,0.01416015625,0.24853515625,-0.9697265625,0.8125,3.875,0.625,33.3,-28.8,-40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.888980622481796,0.0
1767832414.963764,194.23,-29.1,-6.9,0.01708984375,0.24853515625,-0.9736328125,0.5625,2.5,0.125,33.7,-29.5,-40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.45080644623362,0.0
1767832414.9737651,194.24,-29.18,-6.85,0.0185546875,0.373046875,-0.97265625,2.25,4.1875,15.625,33.6,-28.9,-40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.036822034481474,0.0
1767832414.986048,194.42,-29.22,-6.85,0.00830078125,0.2451171875,-0.9755859375,0.875,0.0,15.25,36.6,-27.9,-39.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.77877919142503,0.0
1767832414.99367,194.6,-29.3,-6.89,0.009765625,0.25341796875,-0.98046875,0.5,2.4375,-0.9375,35.4,-28.9,-40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.06242707262789,0.0
1767832415.003959,194.6,-29.38,-6.84,0.009765625,0.24462890625,-0.9755859375,0.25,3.4375,-0.875,35.1,-29.4,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.13187587704076,0.0
1767832415.014109,194.6,-29.46,-6.79,0.0107421875,0.2548828125,-0.966796875,1.0,0.9375,-0.75,36.0,-28.3,-40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.198447692731555,0.0
1767832415.023628,194.6,-29.55,-6.73,0.0166015625,0.2529296875,-0.9658203125,1.125,3.25,-1.375,34.5,-28.3,-39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.65986925899185,0.0
1767832415.033834,194.6,-29.62,-6.67,0.0166015625,0.24755859375,-0.97705078125,0.4375,1.8125,-0.9375,34.5,-28.8,-39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.56928738872071,0.0
1767832415.043794,194.6,-29.71,-6.62,0.01416015625,0.2490234375,-0.96875,1.0625,1.4375,-0.9375,34.5,-29.1,-38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0649642343073,0.0
1767832415.054286,194.6,-29.8,-6.57,0.01318359375,0.25048828125,-0.978515625,1.0625,2.9375,-0.5625,36.4,-28.3,-41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.96620046444674,0.0
1767832415.063209,194.6,-29.88,-6.51,0.01416015625,0.25048828125,-0.9736328125,1.3125,0.5625,-0.625,34.8,-30.3,-40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.26352911806501,0.0
1767832415.0726862,194.6,-29.98,-6.45,0.017578125,0.2431640625,-0.97314453125,1.8125,3.25,-15.875,34.8,-30.3,-40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.26352911806501,0.0
1767832415.0840802,194.45,-30.06,-6.32,0.0126953125,0.25146484375,-0.97314453125,1.3125,2.0,-0.0625,34.6,-28.2,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9366332054112,0.0
1767832415.09252,194.46,-30.15,-6.26,0.01708984375,0.2509765625,-0.9814453125,1.875,0.625,-0.25,34.6,-28.2,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.9366332054112,0.0
1767832415.105206,194.46,-30.24,-6.2,0.01904296875,0.12548828125,-0.9775390625,1.75,3.0,0.0625,34.3,-29.4,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.339456411207415,0.0
1767832415.114254,194.49,-30.32,-6.17,0.01318359375,0.25,-0.9775390625,1.9375,1.3125,15.875,34.0,-30.7,-40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.01294944517925,0.0
1767832415.125498,194.68,-30.4,-6.2,0.0185546875,0.251953125,-0.97021484375,2.1875,1.875,-0.5,34.6,-28.2,-40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.27146920392766,0.0
1767832415.134451,194.69,-30.48,-6.13,0.01708984375,0.24658203125,-0.970703125,2.125,2.875,-0.5625,34.8,-28.8,-39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.07195685176237,0.0
1767832415.1441548,194.69,-30.56,-6.07,0.013671875,0.2568359375,-0.97705078125,2.125,15.75,-0.375,34.6,-28.9,-39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.806855794298365,0.0
1767832415.154589,194.67,-30.51,-5.99,0.0166015625,0.25244140625,-0.97314453125,2.4375,2.5,-0.4375,34.6,-28.6,-41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.93078039874428,0.0
1767832415.1635032,194.67,-30.59,-5.92,0.01708984375,0.25,-0.9775390625,2.25,0.75,-0.9375,34.0,-29.5,-39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.624323895537806,0.0
1767832415.173346,194.67,-30.68,-5.85,0.015625,0.24755859375,-0.98095703125,1.75,1.3125,-1.3125,35.1,-29.7,-40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.27275087671517,0.0
1767832415.183587,194.67,-30.78,-5.79,0.01513671875,0.248046875,-0.9736328125,1.8125,3.5,-0.75,35.2,-28.8,-39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.30456035823494,0.0
1767832415.193874,194.66,-30.85,-5.72,0.0185546875,0.25244140625,-0.97216796875,2.0625,0.6875,-0.1875,33.9,-29.7,-40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.79424314850872,0.0
1767832415.205426,194.67,-30.94,-5.65,0.015625,0.2548828125,-0.97021484375,1.75,2.5625,0.0,34.8,-29.5,-41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.40439723668005,0.0
1767832415.214355,194.67,-31.02,-5.59,0.01708984375,0.24755859375,-0.97412109375,1.375,0.875,-0.1875,35.4,-30.4,-41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.24757023370471,0.0
1767832415.223449,194.68,-31.12,-5.54,0.01708984375,0.24755859375,-0.97314453125,1.4375,1.5625,-0.375,33.3,-28.3,-41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99158274291486,0.0
1767832415.233631,194.68,-31.2,-5.48,0.02001953125,0.25048828125,-0.9814453125,2.5625,3.625,-15.9375,34.5,-29.5,-40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.70082371763994,0.0
1767832415.24355,194.5,-31.29,-5.31,0.01806640625,0.12548828125,-0.97705078125,1.6875,0.8125,-0.3125,36.0,-29.5,-40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.565737224530984,0.0
1767832415.253741,194.52,-31.39,-5.27,0.01416015625,0.25341796875,-0.97509765625,1.4375,1.6875,-0.1875,34.6,-28.9,-39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.806855794298365,0.0
1767832415.263371,194.52,-31.48,-5.21,0.0185546875,0.25048828125,-0.97509765625,2.0,2.625,15.6875,33.9,-28.9,-39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.404629449227265,0.0
1767832415.2738838,194.71,-31.54,-5.25,0.013671875,0.25439453125,-0.97509765625,1.3125,1.5,-0.5625,35.2,-29.5,-41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.832434854209,0.0
1767832415.284062,194.71,-31.63,-5.18,0.015625,0.2578125,-0.9697265625,1.875,3.5625,-1.3125,34.3,-30.4,-39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.37499482401633,0.0
1767832415.2941718,194.7,-31.7,-5.11,0.0205078125,0.2451171875,-0.96728515625,2.1875,1.5625,-0.625,35.4,-29.4,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.3018458795564,0.0
