timestamp,yaw,pitch,roll,raw_ax,raw_ay,raw_az,raw_gx,raw_gy,raw_gz,raw_mx,raw_my,raw_mz
1766547598.042816,-9.65,-0.87,-0.26,0.016113281,-0.005371094,0.986816406,-0.0625,0.0625,0,25.5,-41.8,16.6
1766547598.064887,-9.68,-0.9,-0.37,0.015625,-0.006347656,0.985839844,-0.0625,0.0625,0,24.6,-40.9,18.4
1766547598,-9.72,-0.93,-0.27,0.016113281,-0.004882813,0.985839844,-0.0625,0.125,0,26.7,-41.5,19.3
1766547598.106836,-9.75,-0.88,-0.32,0.015136719,-0.005859375,0.985839844,0,0,0,26.1,-40.2,16.9
1766547598.127969,-9.78,-0.9,-0.33,0.016113281,-0.005859375,0.985351563,0,0.0625,0,26.7,-42.3,17.8
1766547598.149903,-9.82,-0.91,-0.35,0.015625,-0.005859375,0.985839844,-0.125,0.0625,0,26.1,-43.2,18.4
1766547598.170397,-9.85,-0.92,-0.32,0.016113281,-0.005371094,0.985839844,-0.0625,0.0625,0,26.5,-41.7,18.4
1766547598.191357,-9.89,-0.96,-0.32,0.016601563,-0.005371094,0.986328125,-0.125,0.0625,0,27.6,-42.4,18.7
1766547598.213656,-9.93,-0.93,-0.35,0.016601563,-0.006347656,0.986816406,-0.125,0,0,26.1,-41.7,18
1766547598.233975,-9.96,-0.94,-0.32,0.016601563,-0.005859375,0.985839844,-0.0625,0.0625,0,27,-43,16.6
