timestamp,yaw,pitch,roll,raw_ax,raw_ay,raw_az,raw_gx,raw_gy,raw_gz,raw_mx,raw_my,raw_mz,uni_ax,uni_ay,uni_az,uni_gx,uni_gy,uni_gz,uni_mx,uni_my,uni_mz,mag_raw_magnitude,mag_cal_magnitude
1767568375.0858319,108.1,3.37,-5.93,-0.0576171875,-0.1015625,0.9765625,1.125,2.0,-0.5,31.9,-58.2,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.01837289023065,0.0
1767568375.1328168,108.08,3.14,-6.11,-0.05419921875,-0.1044921875,0.9765625,1.0625,2.0625,-0.625,32.2,-57.6,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.75988966893071,0.0
1767568375.13284,108.07,3.13,-6.19,-0.05322265625,-0.1064453125,0.9775390625,1.0625,2.0625,-0.5625,31.6,-57.4,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.88623160470144,0.0
1767568375.142623,108.06,3.16,-6.1,-0.05419921875,-0.10498046875,0.97705078125,1.125,1.9375,-0.5625,32.7,-57.9,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.68574843180176,0.0
1767568375.161824,108.05,3.23,-6.17,-0.05517578125,-0.10498046875,0.9775390625,1.125,2.0625,-0.5625,31.5,-57.3,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.86919550749836,0.0
1767568375.1831481,108.04,3.07,-6.2,-0.05322265625,-0.1064453125,0.9765625,1.125,2.1875,-0.5,31.5,-58.3,46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.01049314749292,0.0
1767568375.2026849,108.04,3.15,-6.18,-0.0537109375,-0.10595703125,0.97802734375,1.1875,2.3125,-0.5,31.9,-57.4,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.43840381075138,0.0
1767568375.221652,108.04,3.17,-6.0,-0.0546875,-0.10302734375,0.97802734375,1.125,2.1875,-0.5,31.0,-56.8,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.33504900105626,0.0
1767568375.242773,108.05,3.22,-5.98,-0.05517578125,-0.1025390625,0.978515625,1.0625,2.0625,-0.5625,30.4,-55.9,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.935678607426,0.0
1767568375.26232,108.04,3.18,-6.04,-0.0546875,-0.103515625,0.978515625,1.0625,2.0625,-0.5625,31.5,-57.3,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.71762665809864,0.0
1767568375.282208,108.04,3.14,-6.07,-0.0537109375,-0.10400390625,0.97802734375,1.0625,2.1875,-0.5625,30.9,-56.2,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.346984626085,0.0
1767568375.301284,108.04,3.11,-6.07,-0.05419921875,-0.1044921875,0.97900390625,1.0625,2.1875,-0.5625,29.7,-57.9,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.94675420813702,0.0
1767568375.321811,108.04,3.12,-6.09,-0.0537109375,-0.1044921875,0.9794921875,1.0,2.125,-0.5625,29.8,-60.7,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.73004397372766,0.0
1767568375.343391,108.03,3.16,-6.16,-0.05419921875,-0.10546875,0.9765625,1.125,2.0,-0.5625,29.4,-58.6,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.91751998154096,0.0
1767568375.362164,108.02,3.19,-6.19,-0.0537109375,-0.10546875,0.9775390625,1.1875,2.1875,-0.5625,30.7,-57.3,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.94821087269806,0.0
1767568375.382954,108.03,3.22,-6.14,-0.05517578125,-0.10498046875,0.9775390625,1.125,2.1875,-0.5625,31.0,-57.6,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.45294204747864,0.0
1767568375.402727,108.02,3.14,-6.11,-0.0537109375,-0.1044921875,0.97705078125,1.125,2.125,-0.5,30.7,-59.1,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.71344373770704,0.0
1767568375.422095,108.01,3.14,-6.11,-0.05322265625,-0.10498046875,0.97705078125,1.125,2.0,-0.5625,31.6,-59.7,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5545216404339,0.0
1767568375.4427378,108.01,3.14,-6.14,-0.05419921875,-0.10498046875,0.97802734375,1.125,2.0625,-0.625,30.1,-57.9,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.42620735442968,0.0
1767568375.462776,108.01,3.12,-6.14,-0.0537109375,-0.1044921875,0.9775390625,1.125,2.1875,-0.5625,31.0,-59.5,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.12095906730886,0.0
1767568375.482392,108.01,3.06,-6.05,-0.05322265625,-0.10400390625,0.97802734375,1.125,2.25,-0.5,31.2,-57.9,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.24323314958824,0.0
1767568375.502125,108.0,3.07,-6.08,-0.0537109375,-0.10400390625,0.9775390625,1.1875,2.125,-0.5,32.2,-58.3,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.88596911702301,0.0
1767568375.522218,108.0,3.12,-6.07,-0.05419921875,-0.10400390625,0.978515625,1.1875,1.9375,-0.5625,31.0,-56.1,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.66110856071124,0.0
1767568375.543103,108.01,2.98,-6.1,-0.052734375,-0.1044921875,0.97705078125,1.1875,2.25,-0.5625,29.5,-56.5,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.54495528039976,0.0
1767568375.563872,108.01,3.22,-6.0,-0.05517578125,-0.10302734375,0.97802734375,1.0625,2.1875,-0.5625,31.0,-56.1,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.37231654098277,0.0
1767568375.582933,107.99,3.15,-6.07,-0.0546875,-0.1044921875,0.978515625,1.0625,2.125,-0.625,29.8,-56.1,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.50232254584374,0.0
1767568375.601888,107.98,3.12,-6.18,-0.05419921875,-0.10595703125,0.9775390625,1.125,2.1875,-0.625,31.2,-58.2,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.99561716537507,0.0
1767568375.622335,107.97,3.14,-6.1,-0.05419921875,-0.1044921875,0.978515625,1.1875,2.0,-0.625,31.0,-59.1,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.82802731726167,0.0
1767568375.642265,107.96,3.02,-6.28,-0.052734375,-0.10693359375,0.9775390625,1.0625,2.1875,-0.5,30.3,-58.0,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.16096306806699,0.0
1767568375.6620858,107.97,3.19,-6.06,-0.0546875,-0.10400390625,0.97802734375,1.25,2.25,-0.5,30.3,-58.3,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.69309882292193,0.0
1767568375.682726,107.97,3.24,-6.01,-0.0546875,-0.1025390625,0.97802734375,1.0625,2.1875,-0.5,31.6,-56.7,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.21243589235216,0.0
1767568375.701542,107.97,3.21,-6.14,-0.05517578125,-0.10546875,0.97607421875,1.1875,2.1875,-0.5625,30.1,-57.4,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.59403243962451,0.0
1767568375.722351,107.96,3.13,-6.11,-0.05322265625,-0.1044921875,0.9775390625,1.0625,1.9375,-0.625,31.2,-57.9,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.08957485216163,0.0
1767568375.741782,107.96,3.21,-6.09,-0.0546875,-0.10400390625,0.9775390625,1.0625,2.0625,-0.6875,31.2,-57.4,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.15990146532523,0.0
1767568375.7624152,107.94,3.19,-6.18,-0.0546875,-0.1064453125,0.978515625,1.0,2.125,-0.625,30.7,-57.6,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.62166790516261,0.0
1767568375.7814898,107.93,2.98,-6.26,-0.0517578125,-0.107421875,0.978515625,1.125,2.125,-0.625,30.4,-57.4,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.24695577749344,0.0
1767568375.802782,107.92,3.22,-6.13,-0.0546875,-0.1044921875,0.978515625,1.1875,2.0,-0.5,31.9,-58.2,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1863454710339,0.0
1767568375.822573,107.93,3.19,-6.06,-0.05419921875,-0.10400390625,0.97900390625,1.0625,2.1875,-0.625,29.4,-59.4,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.94254186601775,0.0
1767568375.843134,107.93,3.15,-5.84,-0.05419921875,-0.1005859375,0.978515625,1.125,2.25,-0.6875,32.7,-57.4,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1574076427126,0.0
1767568375.863195,107.9,3.36,-6.03,-0.0576171875,-0.10302734375,0.97607421875,1.0,2.125,-0.625,30.9,-58.2,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.62499607535312,0.0
